clean_text,sentimen
bapk punya malu gk ya indonesia sdh kalah atas arab saudi seharusnya anda mundur lah karena anda tdk layak jd ketum pssi,negatif
justin hubner minta maaf karena ig storynya setelah kekalahan timnas indonesia dari arab saudi dianggap sebagai kritik ke pelatih lantaran ia tak dimainkan isinya kita semua setuju siapa yang seharusnya berada di lapangan dengan emoji jari di bibir ia sebut itu,negatif
performa wasit semalam nih menurut kamu layak dapet bintang berapa meskipun indonesia memakan kekalahan semalam tapi perjuangan timnas indonesia kembali lanjut melawan iraq iraq indonesia di kualifikasi piala dunia oktober wib live,negatif
kekalahan dari arab murni kesalahan pelatih timnas indonesia petrik susunan pemain di set sudah jelas kesalahan pelatih,negatif
pengakuan dosa herve renard jelang lawan timnas indonesia udah gagal capai target di arab saudi,negatif
herve renard menjelaskan bahwa kekalahan mereka di stadion utama gelora bung karno jakarta masih membekas menurutnya ini yang jadi motivasi bagi semua pemain untuk bisa mendapatkan hasil maksimal timnasgas,negatif
skenario timnas indonesia lolos piala dunia usai kalah dari arab saudi,negatif
mungkin kalau gagal timnas indonesia ke piala dunia salahkan salah satu influencer penyelong sepakbola belanda ni si botak pas sty ngelatih dia jelekan permainan sty yang ngandelin serangan balik aja,negatif
alasan timnas indonesia kalah dari arab saudi thread,negatif
apakah ada komentar dari ketua menpora untuk ketua pssi atas kekalahan timnas indonesia semalam,negatif
kalau masih ada et dan gerombolannya sty tidak akan balik hanya di indonesia ketua federasi tidak mau kalah pamor dgn pelatih timnas,negatif
pertahanan timnas indonesia jadi sorotan usai kalah dari arab saudi di kualifikasi piala dunia sisi kanan pertahanan yang dijaga yakob sayuri jadi titik lemah utama dengan banyak serangan datang dari area tersebut timnasindonesia kualifikasipialadunia,negatif
apakah timnas indonesia bisa lolos ronde kualifikasi piala dunia jika kalah dari irak baca,negatif
higlight ronde kualifikasi piala dunia zona asia timnas indonesia harus kalah atas tuan rumah arab saudi timnasday,negatif
semoga kekalahan indonesia tidak diikuti kekalahan dunia melawan israel timnas indonesia yang sedang berjuang lolos tiket piala dunia menjadi perhatian masyarakat dunia pertandingan pertama r kualifikasi piala dunia di king abdullah sports city stadium jeddah kamis,negatif
shin taeyong mantan pelatih timnas indonesia resmi dipecat dari kursi pelatih ulsan hd kabar ini disampaikan manajemen klub pada kamis padahal sty baru saja agustus lalu melatih di klub ini kekalahan beruntun membuat ulsan hd berada dalam situasi krisis,negatif
bikin gaduh setelah timnas indonesia kalah dari arab saudi justin hubner saya minta maaf,negatif
kok bisa pas banget ya setelah timnas kalah ada berita ginian tapi cuma kebetulan aja si sama kaya dulu kebetulan banget tiba beritain timnas indonesia selang berapa lama fabrizio juga dapet endorsan dari tapi cuma kebetulan aja si,negatif
kok bisa pas pasan timnas indonesia kalah apakah ini tanda tanda sty bakal comeback ke timnas setelah dipecat ulsan who knows,negatif
menlu belanda sampai minta maaf usai timnas indonesia kalah dari arab saudi menurut kamu wajar nggak baca selengkapnya di artikel kami timnasindonesia kualifikasipialadunia patrickkluivert,negatif
ketum pssi erick thohir berpesan ke timnas indonesia selepas dikalahkan arab saudi erick minta skuad garuda segera bangkit,negatif
timnas indonesia menderita kekalahan dari arab saudi dalam laga babak keempat kualifikasi piala dunia selepas kekalahan ini ada unggahan salah satu penggawa garuda justin hubnner yang bikin panas,negatif
orangorang ini kayak main sepak bola saja omongannya pola permainan justru dilatih kluivert timnas bermain lebih simpel dan mungkin ini cocok diterapkan tim peringkat an fifa seperti indonesia masalahnya adalah kualitas pemain lokal yang masih jelek tapi dimainkan,negatif
menteri luar negeri menlu belanda david van weel menyampaikan permintaan maaf kepada publik indonesia usai timnas indonesia kalah dari arab saudi di kualifikasi piala dunia zona asia dalam konferensi pers bersama menlu ri sugiono di gedung pancasila van weel,negatif
news hot timnas indonesia harus menerima kekalahan menyakitkan saat melawan arab saudi,negatif
malamnya timnas indonesia kalah lawan saudi eh pagi dpt kabar eks pelatih timnas shin taeyong dipecat ulsan hd,negatif
timnas indonesia gagal curi poin di jeddah semangat garuda tetap membara,negatif
publik vietnam menilai pintu gerbang menuju piala dunia semakin tertutup bagi timnas indonesia usai kekalahan dari arab saudi,negatif
timnas indonesia kalah dari arab saudi terpuruk di dasar klasemen grup b beritanasional timnasindonesia pialadunia,negatif
kenangan pahit timnas arab saudi saat pelatih timnas garuda sty setelah pecat sty arab saudi mampu kalahkan indonesia kira yg goblok siapa,negatif
gw lupa kalo tijjani pemain belanda saking banyaknya pemain keturunan di timnas mana dia mukanya indonesia bgt,netral
kluivert berharap calvin verdonk main lawan irak,netral
si ini udh tau klo timnas indonesia susah buat juara grup bro makan nya dia nazar gini karena gak mungkin kedengerannya kejam tapi realistis,netral
tren positif timnas indonesia u di sea games,netral
siaran langsung timnas indonesia u vs india u malam ini,netral
timnas indonesia tumbang dari arab saudi paes kecewa hasilnya tidak sesuai harapan,netral
silahkan pahami arti prestasi lalu korelasikan dengan pencapain coach shin dengan timnas indonesia,netral
ratu thisa boleh lah dia juga punya pengalaman ttng sepal bola tapi yg lu juga tau ini indonesia bro lu baru datang dengan perubahan lu pasti akan di sorot dari banyak lini etah itu dari masyrakat pengamat politik dan pemerintah dan bahkan dari internal pssi sndri,netral
jens raven usung misi khusus di sea games bantu timnas indonesia pertahankan emas,netral
bayangin sty merangkap jabatan utk u juga ini indonesia lho bukan tim kuat asia macem jepang korsel aussie dll klo lo ngikutin timnas dari zamannya piala tiger pasti sedih liat sosok pelatih yg udah berbuat bnyk naikin derajat timnas dbuang gitu aja sblm tugasnya rampung,netral
jadwal siaran langsung timnas indonesia u vs india malam ini,netral
timnas indonesia dan timnas pusat samasama dua pinalti bedanya mereka sudah pasti lolos piala dunia sedangkan indonesia harus berjuang sampai darah penghabisan,netral
pdhal sebelumnya patrick mengatakan bahwa pertandingan ini ibarat final dari awal sy juga sdh intip koq timnya beda respons utk mengganti pemain juga terlalu lama,netral
update ranking fifa timnas indonesia hari ini resmi disalip malaysia hingga ditinggal thailand patrick kluivert merana,netral
tag wts tiket nonton bareng timnas indonesia irak cgv grand indonesia sabtu minggu cod jakarta jkt,netral
meskipun ramai timnasday tentang pssi klok dan dara cah ayu mari lihat tentang program makan bergizi gratis mbg yang menjadi harapan dari presiden sebagai langkah strategis menuju indonesia emas melalui anakanak indonesia yang lebih sehat dan cerdas,netral
tumbang dari arab saudi ole romeny tegaskan timnas indonesia siap bangkit lawan irak,netral
live di rcti malam hari ini jadwal siaran langsung timnas indonesia vs irak di kualifikasi piala dunia laga hidup mati,netral
jadwal siaran langsung timnas indonesia u vs india u jelang sea games malam ini jens raven siap menggila,netral
kegiatan fasilitasi nonton bareng sepak bola timnas indonesia melawan arab saudi pada laga pertama grup b babak keempat kualifikasi piala dunia zona asia dinkominfopbg dinkominfopurbalingga purbalinggamedia,netral
patrick kluivert jangan tundukkan kepala timnas indonesia,netral
cdm bayu priawan yakin timnas indonesia u asuhan indra sjafri sanggup pertahankan emas di sea games,netral
me to paling tidak di tangan sty timnas indonesia terlihat lebih sehat,netral
kalian hanya mencaricari alasan saja tidak penting di mana pertandingan dimainkan yang terpenting adalah apa yang ditampilkan oleh para pemain selain itu timnas indonesia sama sekali tidak melakukan apaapa dalam pertandingan bahkan golgolnya pun hanya dari penalti,netral
kualifikasi piala dunia irak jadi harapan terakhir timnas indonesia,netral
wts tiket timnas indonesia vs india category garuda east tidak pake garuda id tinggal masuk,netral
kok nggak ada yg nyerang pramono anung padahal waktu ganjar tolak timnas sepak bola israel main di indonesia semua menyerang dan merujak habishabisan pak ganjar,netral
ngga belom tau aja upgradenya skuad timnas indonesia tapi tidak dengan pelatihnya,netral
membicarakan peluang dan skenario timnas indonesia lolos ke piala dunia setelah melihat starting setup dan game play lawan saudi semalam anda semua sedang bergurau masalahnya bukan lolos atau tidak tapi pantas atau tidak,netral
keputusan aneh patrick kluivert di laga timnas indonesia vs arab saudi mengapa thom haye malah dicadangkan timasindonesia indonesia arabsaudi trending jumat,netral
hari ini oktober indonesia mengalami dua gempa m di jayapura dan m di aceh tanpa potensi tsunami ekonomi menteri keuangan prediksi pertumbuhan pasca injeksi likuiditas rp t olahraga timnas indonesia vs arab saudi pukul wib di rctigtv,netral
wasit ahmed alali bungkam pssi netizen maaf kami sudah suudzon timnasday timnas indonesia timnasindonesia wasit arabsaudi,netral
laga hidupmati timnas indonesia vs irak timnasindonesia irakvsindonesia garudafight pialadunia rcti kualifikasipialadunia dukungtimnas jeddahbattle lagapenentu,netral
pssi secara resmi menunjuk patrick kluivert sebagai pelatih timnas indonesia pada januari dengan kontrak tahun plus opsi perpanjangan keputusan ini diambil oleh komite eksekutif pssi dipimpin ketua erick thohir berdasarkan pengalaman dan kualitas kepemimpinannya tidak,netral
pertandingan arab vs indonesia mungkin sdh dijual entah oleh pssi pelatih atau mafia bola,netral
media arab saudi kuliti revolusi taktik patrick kluivert di timnas indonesia,netral
tolong jelaskan apa yang terjadi dengan timnas indonesia,netral
perumpamaan simple ibarat orang chindo bela timnas indonesia ya tapi mereka ttp aja gk paham wkwk,netral
sedikit gw lurusin ya kebanyakan pemain prancis emang keturunan afrika ya tapi mereka lahir dan besar di prancis jadi punya hak dong bela timnasnya ibaratnya orang chindo di indonesia keturunan chinese trus bela timnas indonesia ya sah aja kan,netral
timnas indonesia dihajar arab saudi shin taeyong resmi dipecat,netral
ibarat orang chindo di indonesia bela timnas ya kayak prancis ini orang keturunan afrika lahir dan besar di prancis dan mereka juga didikan ssb di prancis,netral
ibarat orang keturunan chinese bela indonesia lahir dan besar di indonesia sama juga kayak prancis banyak keturunan afrika dan mereka dari kecil di prancis dididik di ssb prancis dan bela timnas prancis paham kan,netral
ibarat orang chindo di indonesia bela timnas paham kan prancis bukan naturalisasi mereka dari kecil dan besar disana,netral
jay idzes minta maaf belum bisa bahagiakan fans timnas indonesia,netral
better dukung timnas hongkong dulu daripada dukung timnas indonesia,netral
kasusnya kayak orang chindo tinggal di indonesia trus bela timnas paham kan,netral
halo bangun dari mimpi sudahlah nikmati pertandingan namun gak usah berharap lebih timnas indonesia masuk piala dunia,netral
da emang iya om timnas kami mah bandung ti jaman aki ge geus kitu karakterna cuma kalau sampe ngagogoreng timnas indonesia mah ya ga seharusnya juga sih hahaha,netral
shin tae yong dipecat ulsan hd setelah bulan bekerja timnasday timnas indonesia timnasindonesia sty shintaeyong,netral
masih kualifikasi asian cup dimana match lawan vietnam menggunakan pemain yang dokumennya dipalsukan tau apa tentang timnas indonesia yang udah di round wcq poin lawan vietnam harusnya hangus karena sanksi,netral
